,Account length,International plan,Voice mail plan,Number vmail messages,Total day charge,Total eve charge,Total night charge,Total intl charge,Customer service calls,Churn
2826,131,0,0,0,31.94,17.04,9.12,2.75,2,0
2827,89,0,0,0,21.96,18.2,9.67,2.78,5,1
2828,123,1,0,0,21.34,10.96,11.34,1.7,4,1
2829,130,0,1,26,43.72,19.07,9.18,3.4,1,0
2830,99,0,0,0,21.18,12.44,7.62,2.84,1,0
2831,36,0,0,0,29.77,18.44,10.97,2.67,1,0
2832,87,0,0,0,21.13,14.74,11.53,2.03,3,0
2833,139,0,0,0,46.17,13.26,6.13,3.13,2,0
2834,189,0,0,0,37.38,12.18,5.88,3.16,1,0
2836,112,0,0,0,17.19,18.22,8.08,2.78,2,0
2837,75,0,0,0,34.56,19.46,10.0,3.86,1,0
2838,178,0,1,35,29.82,16.15,6.24,2.84,2,0
2839,112,0,0,0,45.22,18.24,13.78,3.83,2,1
2840,108,0,1,41,29.17,11.57,8.25,2.92,0,0
2841,100,0,0,0,13.38,19.18,6.77,3.78,0,0
2842,121,0,1,20,36.02,18.28,10.73,2.54,0,0
2843,116,0,0,0,10.83,16.64,9.45,2.7,1,0
2844,161,0,0,0,29.48,18.16,6.37,3.11,1,0
2845,19,1,0,0,40.41,17.6,8.2,1.22,0,0
2846,104,0,0,0,38.4,13.84,12.24,2.73,1,0
2847,119,1,1,32,29.41,17.8,10.4,3.29,0,0
2848,125,0,0,0,38.23,12.22,8.95,2.16,0,0
2849,156,0,0,0,40.41,15.43,8.36,2.08,1,0
2850,109,0,0,0,23.29,18.45,8.19,2.7,2,0
2851,95,0,0,0,24.23,14.97,8.53,2.21,2,0
2852,90,0,0,0,24.21,10.73,12.34,1.24,1,0
2853,105,0,1,21,24.99,16.77,12.03,2.35,2,0
2854,101,0,0,0,37.45,16.03,12.53,2.86,1,0
2855,95,0,0,0,25.36,22.16,9.05,2.19,1,0
2856,123,0,0,0,34.75,11.69,10.17,2.7,0,0
2857,160,0,0,0,36.86,17.62,10.29,1.51,1,0
2858,141,0,1,28,52.36,21.06,6.88,2.0,1,0
2859,87,0,0,0,9.86,5.74,8.37,3.11,0,0
2860,81,0,0,0,29.44,20.08,10.81,3.19,2,0
2861,75,0,1,19,35.75,20.55,9.71,3.54,4,0
2862,126,0,1,24,10.01,25.97,7.15,3.27,0,0
2863,28,0,0,0,40.26,14.2,12.61,2.62,3,0
2864,153,0,0,0,38.91,13.66,9.14,3.38,0,0
2865,97,0,1,32,15.3,23.49,8.33,2.32,2,1
2866,115,0,0,0,24.94,9.03,8.9,3.0,2,0
2867,95,0,0,0,40.34,13.09,10.67,3.02,1,0
2868,17,1,0,0,27.68,19.52,14.97,3.67,0,1
2869,105,0,1,20,31.77,21.79,15.06,2.4,1,0
2870,121,0,0,0,14.64,22.08,6.66,2.46,2,0
2871,125,0,0,0,36.09,18.31,8.41,3.05,2,0
2872,124,0,0,0,25.67,10.25,6.88,2.48,2,0
2873,35,0,0,0,26.96,11.08,10.34,1.86,2,0
2874,134,0,0,0,50.32,19.24,11.11,3.32,0,1
2875,123,0,1,32,36.09,21.38,9.39,1.78,3,0
2876,124,0,0,0,39.85,15.24,12.85,2.81,3,0
2877,133,0,0,0,30.06,15.94,8.86,1.76,2,0
2878,185,0,1,19,26.74,21.9,8.57,2.59,0,0
2879,1,0,1,26,24.92,14.69,7.82,2.7,1,0
2880,107,0,0,0,44.29,8.7,5.84,2.65,1,0
2881,91,0,1,20,24.84,23.58,6.2,1.67,1,0
2882,178,1,0,0,21.17,12.0,12.07,3.08,2,1
2883,123,0,0,0,35.6,20.18,10.76,2.65,1,0
2884,170,0,0,0,48.57,14.24,11.7,2.35,1,1
2885,135,0,0,0,32.45,13.72,10.44,2.27,1,0
2886,85,0,0,0,24.55,22.49,8.34,2.67,1,0
2888,148,0,1,36,13.19,17.6,11.51,2.94,1,0
2889,93,0,0,0,46.09,20.18,6.54,2.27,1,1
2890,138,0,0,0,40.94,12.28,5.66,3.13,0,0
2891,159,0,0,0,19.52,16.37,11.66,3.29,0,0
2892,103,0,1,34,23.6,12.07,8.27,3.19,1,0
2893,150,0,1,27,35.67,13.18,11.32,1.94,0,0
2894,37,0,0,0,22.93,21.11,10.63,3.97,3,0
2895,33,1,0,0,27.88,13.01,5.57,1.73,0,0
2896,55,0,0,0,41.74,16.38,6.38,2.46,1,0
2897,134,0,1,32,13.65,16.99,7.69,4.48,0,0
2898,107,0,0,0,15.42,17.64,7.62,1.51,2,0
2899,80,0,1,36,32.35,21.81,9.67,1.03,1,0
2900,78,0,0,0,18.46,17.84,10.02,2.13,1,1
2901,85,0,1,17,15.27,19.82,7.46,2.51,4,1
2902,61,0,1,15,42.91,15.96,11.68,2.7,2,0
2904,136,1,0,0,31.18,12.06,9.02,2.81,2,0
2905,135,0,0,0,26.38,11.55,8.31,1.03,3,0
2907,165,0,0,0,35.6,23.27,6.76,3.46,0,0
2908,148,0,0,0,47.48,17.14,12.64,2.13,2,1
2909,99,0,0,0,29.6,8.42,9.52,2.08,2,0
2910,123,0,0,0,29.87,15.69,7.06,2.46,2,0
2911,127,1,0,0,43.61,18.88,7.05,3.51,1,0
2912,151,0,0,0,28.93,15.94,5.38,1.16,0,0
2913,185,0,0,0,23.73,21.27,7.11,2.92,1,0
2914,65,0,1,34,35.5,12.08,9.66,3.38,4,0
2915,58,0,0,0,35.72,21.16,7.14,3.89,4,0
2916,104,0,0,0,19.31,13.48,8.45,2.84,2,0
2917,44,0,0,0,34.44,13.86,12.06,2.24,0,0
2919,108,0,0,0,35.8,13.96,9.06,2.54,0,0
2920,132,0,0,0,20.66,21.51,8.81,2.89,1,0
2921,80,0,0,0,21.73,15.44,8.88,4.29,2,0
2922,162,0,0,0,22.98,20.57,11.11,2.75,2,0
2923,110,0,0,0,16.9,23.38,9.54,4.51,2,0
2924,96,0,0,0,47.07,20.99,11.45,2.78,1,1
2925,168,0,0,0,27.78,20.41,7.38,3.13,2,1
2926,72,0,0,0,48.86,20.0,13.14,1.35,4,1
2927,125,0,1,23,20.49,19.36,7.13,2.75,1,0
2928,170,0,0,0,31.3,17.42,10.09,2.65,2,0
2929,71,0,0,0,31.45,19.76,8.6,4.02,3,0
2931,68,0,0,0,35.29,21.39,8.62,2.94,2,0
2933,98,1,0,0,26.93,26.06,6.49,0.57,1,0
2934,24,0,0,0,25.33,11.14,10.74,2.32,2,1
2935,136,0,0,0,34.77,17.75,10.08,2.65,0,0
2936,44,0,0,0,49.1,14.95,9.69,2.57,0,1
2937,96,0,1,40,18.46,17.54,5.68,3.62,0,0
2938,31,0,0,0,16.58,22.13,3.99,1.89,1,0
2939,72,0,0,0,28.31,22.19,11.82,3.59,0,0
2940,24,0,0,0,26.55,7.65,9.23,1.97,1,0
2941,112,0,1,31,38.28,21.83,11.24,3.11,4,0
2942,117,1,0,0,48.86,22.07,6.89,2.7,1,1
2943,137,0,1,19,29.8,20.51,9.51,2.11,0,0
2944,136,0,0,0,17.36,18.66,3.32,2.65,0,0
2945,95,0,0,0,26.84,22.07,10.35,3.78,0,0
2946,82,0,1,19,24.91,20.94,8.96,1.11,1,0
2948,56,1,0,0,30.21,18.33,10.65,2.84,1,0
2949,155,1,0,0,42.64,12.96,6.66,2.7,2,0
2950,133,0,0,0,20.03,16.93,10.98,3.19,0,1
2951,53,0,0,0,20.35,16.12,11.53,3.48,2,0
2952,123,0,0,0,41.17,19.22,12.09,2.21,5,1
2953,136,0,0,0,27.78,21.19,11.24,2.65,7,0
2954,57,0,0,0,27.37,17.68,9.36,2.27,3,0
2955,62,0,0,0,21.88,14.41,8.71,2.78,1,0
2957,55,0,1,20,35.31,16.97,9.74,1.97,1,0
2958,95,0,0,0,21.86,18.38,11.49,1.7,6,1
2959,125,0,0,0,39.66,17.83,9.48,2.46,1,0
2960,1,0,0,0,30.96,11.47,6.85,2.7,5,1
2961,98,0,1,36,28.56,13.87,7.77,2.16,6,1
2962,105,0,0,0,42.77,14.88,8.3,1.46,1,0
2963,113,0,1,30,31.25,15.59,10.58,3.13,0,0
2964,99,0,0,0,43.59,18.23,10.52,2.13,3,1
2965,103,0,0,0,30.63,8.3,8.18,2.27,1,0
2966,177,0,0,0,38.73,13.75,9.76,2.16,1,0
2967,149,0,1,20,25.13,23.53,6.75,2.75,0,0
2968,160,0,0,0,39.93,23.02,9.87,3.75,1,1
2969,116,0,0,0,18.85,18.14,8.38,2.13,2,0
2971,148,1,0,0,39.7,15.95,5.5,2.59,0,1
2972,147,0,1,35,33.54,11.99,9.54,2.73,2,1
2973,95,0,0,0,9.89,17.18,9.47,2.81,0,0
2974,201,0,0,0,36.16,19.14,8.78,1.89,1,0
2975,80,0,0,0,25.76,11.19,10.59,3.19,0,0
2976,122,1,0,0,24.87,18.59,10.62,3.11,1,0
2977,132,0,0,0,33.17,12.65,10.1,1.81,0,0
2978,83,0,0,0,35.51,18.26,11.16,3.51,1,0
2979,99,0,0,0,23.07,17.71,9.4,2.38,7,1
2980,84,0,0,0,38.4,23.43,9.06,3.86,3,1
2981,46,0,0,0,20.77,14.21,8.77,2.62,1,0
2982,87,0,0,0,26.06,19.08,12.3,2.4,2,0
2983,150,0,0,0,36.38,16.35,10.92,2.13,1,0
2984,73,0,0,0,33.12,14.21,4.51,2.92,1,0
2985,7,0,0,0,35.14,23.89,7.13,2.97,3,0
2986,89,0,1,12,31.96,12.86,9.09,2.84,2,0
2987,131,1,0,0,20.79,10.1,6.66,3.7,3,1
2989,108,1,0,0,19.57,17.96,6.12,3.73,2,1
2990,47,0,1,28,29.39,11.7,9.17,2.24,1,0
2991,101,1,0,0,26.59,11.08,9.33,1.97,1,0
2992,182,0,1,24,21.78,12.19,8.59,3.13,1,0
2993,161,0,0,0,33.42,14.47,8.74,3.38,1,0
2994,128,0,0,0,38.74,25.72,8.62,1.49,1,1
2995,69,0,1,31,33.13,16.29,6.89,3.56,2,0
2996,113,0,1,34,7.63,11.41,7.58,3.59,1,0
2997,87,0,1,30,44.68,18.34,6.97,2.11,0,0
2998,71,0,0,0,35.9,21.48,10.16,3.32,0,0
2999,76,0,0,0,34.68,19.13,10.81,2.59,1,0
3000,87,0,0,0,37.94,10.84,13.02,3.92,3,0
3001,117,0,0,0,20.23,15.94,8.52,3.11,1,0
3002,177,0,0,0,45.24,19.14,10.11,2.4,3,1
3003,95,0,0,0,22.85,12.95,10.64,2.54,1,0
3004,76,0,0,0,29.09,21.86,4.12,4.37,1,0
3005,66,0,0,0,28.99,21.62,8.88,2.84,2,0
3006,110,0,0,0,30.35,12.49,9.77,2.67,1,0
3007,204,0,0,0,34.88,13.16,8.61,3.81,3,0
3008,32,0,1,31,39.58,15.6,9.31,3.51,0,0
3009,133,0,1,39,40.78,21.57,5.79,1.81,5,0
3010,185,0,0,0,9.45,24.54,5.0,3.27,2,0
3011,103,0,1,37,26.1,20.56,11.01,2.86,1,0
3012,91,0,0,0,18.67,16.12,9.3,3.0,1,0
3013,131,0,0,0,33.34,15.77,11.25,1.4,2,0
3014,153,0,0,0,28.36,12.2,9.48,3.19,0,0
3015,132,0,1,25,19.24,22.94,10.31,1.92,2,0
3016,148,0,0,0,34.51,12.83,11.05,3.94,1,0
3017,141,0,0,0,41.28,19.9,9.52,1.62,5,0
3018,105,0,0,0,26.61,11.92,10.23,3.29,2,0
3019,169,0,0,0,45.34,13.45,12.95,3.73,3,1
3020,127,0,1,23,30.94,18.37,7.06,2.65,1,0
3021,57,0,0,0,14.6,16.48,10.42,2.73,0,0
3022,123,0,1,33,24.92,9.76,9.92,0.78,0,0
3023,103,0,1,35,18.79,17.71,3.93,3.75,4,1
3024,101,0,0,0,20.16,16.97,2.4,3.11,1,0
3026,78,0,1,32,35.75,16.34,11.07,2.92,6,0
3027,101,0,1,28,37.45,24.29,9.14,2.54,4,0
3028,129,0,0,0,25.5,19.75,11.75,3.38,1,0
3029,67,0,1,34,27.49,17.65,9.26,2.48,0,0
3030,37,0,0,0,32.54,14.23,9.74,3.78,3,0
3031,64,1,0,0,24.94,12.61,10.74,3.38,3,0
3032,173,0,0,0,18.6,8.61,7.53,2.11,1,0
3033,135,0,0,0,24.5,21.23,9.51,3.67,1,0
3034,75,0,1,42,42.31,14.52,4.7,3.02,1,0
3035,88,0,0,0,14.57,18.84,8.58,3.13,4,1
3036,112,0,0,0,36.52,17.82,7.4,2.54,3,0
3037,113,0,0,0,27.01,20.64,11.15,1.76,0,0
3038,121,0,1,28,18.7,12.03,10.68,1.73,2,0
3039,70,0,0,0,25.98,15.61,6.83,2.84,1,0
3040,90,0,0,0,24.75,16.75,13.25,2.84,0,0
3041,39,0,0,0,15.86,16.97,9.28,1.76,0,0
3042,142,0,0,0,36.86,15.96,6.21,2.24,0,0
3043,176,0,0,0,34.32,13.15,7.4,2.43,1,0
3044,105,0,0,0,24.89,19.13,10.35,2.3,1,0
3045,57,0,0,0,46.36,19.12,8.02,2.84,2,1
3046,110,0,0,0,3.21,21.96,4.93,4.0,1,0
3047,88,0,0,0,29.38,16.44,4.03,3.46,2,0
3048,95,0,0,0,32.33,13.35,8.17,3.78,0,0
3049,147,0,0,0,22.2,17.69,9.21,4.21,3,0
3050,101,0,0,0,26.93,15.98,9.89,3.65,4,1
3051,115,0,0,0,28.31,20.08,9.25,4.21,1,0
3052,103,0,0,0,21.98,17.24,10.49,3.48,2,0
3053,82,0,0,0,33.88,16.44,11.45,1.89,0,0
3054,141,0,0,0,31.47,19.81,6.85,2.46,0,0
3055,149,0,0,0,29.82,16.78,8.47,2.62,2,0
3056,131,0,0,0,44.78,12.91,9.83,2.89,2,0
3057,119,0,0,0,16.01,22.45,9.17,1.97,1,0
3058,112,0,0,0,32.2,18.62,7.56,1.92,3,0
3059,116,0,1,35,20.06,14.21,9.26,3.19,2,0
3060,94,0,0,0,36.06,16.1,15.85,2.27,3,0
3061,90,0,0,0,37.74,15.9,12.7,3.35,2,0
3062,114,0,1,31,37.88,15.34,6.81,3.51,0,0
3063,63,0,1,25,32.3,9.91,6.37,3.29,1,0
3064,130,0,0,0,46.21,20.16,9.45,2.35,4,1
3065,122,0,1,29,33.22,22.8,7.56,2.27,3,0
3066,166,0,0,0,33.93,18.22,8.86,1.94,3,0
3067,62,0,0,0,17.0,14.75,9.81,2.73,0,0
3068,78,0,1,21,27.3,18.96,5.58,2.57,2,0
3069,148,0,1,26,26.98,13.64,9.82,2.67,1,0
3070,154,0,0,0,26.27,18.21,8.01,3.24,3,1
3072,75,0,0,0,51.87,15.98,10.59,2.3,0,1
3073,84,0,1,38,32.81,13.06,11.72,2.0,2,0
3074,113,0,0,0,12.33,17.34,5.31,1.78,1,0
3075,181,0,1,40,17.88,29.01,7.46,1.7,2,0
3076,51,0,0,0,30.69,11.45,7.68,2.7,2,0
3077,102,0,1,29,36.5,26.72,12.61,3.86,0,0
3078,107,0,0,0,14.76,9.19,9.19,3.56,1,0
3079,88,0,0,0,22.36,14.86,8.29,2.13,5,1
3080,82,0,0,0,23.02,20.15,5.32,4.73,0,0
3081,204,0,0,0,29.63,21.6,7.94,1.59,6,0
3082,130,0,0,0,34.66,16.3,5.96,3.27,3,0
3083,174,0,0,0,40.04,12.1,14.25,3.38,0,0
3084,129,0,0,0,26.69,21.84,8.35,3.27,2,0
3085,190,1,0,0,19.02,18.96,10.94,2.7,3,0
3086,54,1,0,0,40.17,12.99,7.21,3.02,3,0
3087,78,0,0,0,27.81,24.09,11.79,2.32,0,0
3088,100,0,1,29,36.31,14.95,9.32,2.4,1,0
3089,70,0,1,30,24.38,14.45,5.76,2.54,3,0
3090,111,0,0,0,13.31,16.85,11.18,3.27,1,0
3091,117,0,0,0,16.51,19.38,10.8,2.86,1,0
3092,68,0,0,0,16.0,12.55,9.61,2.73,0,0
3093,27,0,0,0,38.47,23.32,10.92,2.21,2,1
3094,91,0,0,0,22.75,13.5,8.53,2.84,1,0
3095,181,0,1,27,32.35,21.17,9.71,2.86,1,0
3096,118,0,1,36,50.13,14.08,8.51,2.65,3,0
3097,112,0,0,0,31.52,16.27,6.48,2.7,2,0
3098,93,0,0,0,30.52,16.31,7.45,3.24,0,0
3099,102,0,0,0,26.86,17.67,8.57,2.73,0,0
3100,93,0,0,0,29.41,16.18,13.05,2.81,0,0
3101,107,0,1,32,22.81,18.01,7.54,2.21,1,0
3102,100,0,1,32,21.28,19.63,8.64,3.4,3,0
3103,115,0,0,0,33.3,19.3,14.09,3.56,2,0
3104,63,0,1,13,36.41,15.4,7.83,2.78,0,0
3105,57,0,0,0,37.59,20.12,11.35,2.57,0,0
3106,119,0,1,26,22.44,14.73,9.16,3.13,1,0
3108,98,0,1,30,18.75,15.5,8.27,2.97,2,0
3110,31,0,1,28,29.21,20.46,11.05,2.86,1,0
3111,129,0,1,32,35.87,13.18,10.57,3.08,1,0
3112,115,0,0,0,23.68,16.35,6.8,2.51,7,1
3113,108,0,0,0,49.57,18.79,10.31,3.78,2,1
3114,139,0,0,0,23.63,11.3,12.24,3.27,0,0
3115,102,0,0,0,39.92,16.93,7.34,2.7,4,0
3116,149,0,0,0,31.89,17.12,11.89,2.38,1,0
3117,113,0,0,0,27.17,17.86,7.88,3.54,2,0
3118,131,0,1,33,30.11,16.49,11.4,1.4,1,0
3119,83,0,0,0,20.04,13.63,10.59,3.08,0,0
3120,96,0,1,21,42.09,21.79,7.14,2.92,2,0
3121,98,0,0,0,28.88,11.76,6.42,2.3,1,0
3122,3,0,0,0,31.45,17.31,7.67,3.81,3,0
3123,77,0,1,17,34.83,17.09,9.89,3.05,0,0
3124,75,0,1,24,38.34,15.47,12.19,2.54,3,0
3125,40,0,0,0,28.85,12.02,11.39,2.84,4,1
3126,108,0,0,0,40.68,18.99,11.31,2.86,0,0
3127,100,0,0,0,19.26,16.82,12.8,3.16,4,1
3128,16,0,0,0,27.52,19.56,6.7,2.75,3,0
3129,115,0,1,16,22.66,15.78,7.27,1.51,2,0
3130,108,0,1,25,29.02,9.34,7.46,2.35,3,0
3131,107,0,0,0,32.25,13.27,10.98,2.24,5,0
3132,161,0,0,0,54.79,19.58,10.87,2.11,2,1
3133,147,0,0,0,21.15,27.28,7.07,2.81,2,0
3134,107,0,0,0,24.97,9.72,5.15,3.08,3,0
3135,120,0,0,0,32.74,17.54,12.74,2.92,1,0
3136,107,0,1,36,16.37,15.27,7.48,2.78,1,0
3137,58,0,0,0,22.42,14.25,9.27,3.97,3,0
3138,91,0,0,0,25.02,14.89,6.13,3.59,2,0
3139,13,0,0,0,24.33,20.37,9.98,1.92,2,0
3140,104,0,0,0,47.67,15.25,6.78,4.1,5,0
3141,93,0,1,31,40.32,18.11,8.67,2.89,1,0
3142,95,0,0,0,31.31,15.44,6.45,3.46,2,0
3143,104,0,0,0,18.55,15.9,9.75,2.7,3,0
3144,35,0,0,0,23.48,13.45,9.71,2.78,5,1
3145,62,0,0,0,31.76,17.65,8.78,2.38,3,0
3146,143,0,0,0,26.42,24.73,10.28,3.75,1,0
3147,62,0,0,0,41.7,10.45,10.28,2.3,4,0
3148,60,1,0,0,35.0,23.58,9.09,2.97,0,1
3149,41,0,0,0,35.22,18.2,8.69,3.21,1,0
3150,34,0,1,14,25.76,21.14,8.99,2.89,2,0
3151,56,0,0,0,37.72,23.65,12.96,1.92,0,1
3152,183,0,0,0,32.3,20.96,13.69,2.57,1,0
3153,94,0,0,0,37.54,13.28,8.46,2.84,2,0
3154,73,0,1,47,29.53,17.34,7.86,1.7,2,0
3155,123,0,0,0,19.52,12.75,12.09,2.59,2,0
3156,64,0,0,0,19.35,16.35,9.67,2.81,3,0
3157,127,1,0,0,24.34,15.26,7.73,1.67,4,1
3158,33,0,0,0,31.35,17.32,10.68,2.51,3,0
3159,27,0,0,0,38.66,21.08,2.76,2.11,1,0
3160,123,0,0,0,38.08,17.91,10.44,0.57,0,0
3161,148,0,0,0,36.75,15.78,13.5,2.7,2,0
3162,81,0,0,0,22.08,19.56,6.32,3.59,0,0
3163,122,0,1,30,39.12,24.45,7.97,1.86,2,0
3164,52,0,0,0,34.75,23.22,8.08,2.97,1,0
3165,91,0,1,44,36.82,14.71,10.89,2.46,1,0
3166,54,0,0,0,42.08,19.16,10.99,2.75,2,1
3167,152,0,0,0,38.78,11.59,8.88,2.43,1,0
3168,201,0,0,0,38.4,25.42,11.31,3.02,1,1
3169,78,0,0,0,17.6,10.02,9.05,3.24,4,1
3170,67,0,0,0,19.64,21.44,9.4,2.03,0,0
3171,100,0,0,0,37.2,12.61,12.5,2.62,1,0
3172,41,0,0,0,38.05,20.81,10.07,3.32,3,0
3173,133,0,0,0,24.45,15.64,12.4,3.48,3,0
3174,36,0,1,43,5.08,10.97,14.67,2.32,2,0
3175,51,0,1,28,47.04,17.31,11.08,2.24,0,0
3176,122,0,0,0,24.04,12.44,5.54,2.19,0,0
3177,84,0,1,41,26.16,11.96,9.8,3.46,1,0
3178,91,0,0,0,32.39,17.47,5.88,3.73,0,0
3179,110,0,0,0,32.74,15.21,9.66,2.54,1,0
3180,91,1,0,0,25.81,8.81,7.03,3.29,1,0
3181,121,0,0,0,36.65,16.4,6.48,2.73,5,0
3182,109,0,0,0,30.6,19.47,6.27,2.11,3,0
3183,95,0,0,0,26.74,16.79,5.77,2.27,2,0
3184,72,0,0,0,33.41,13.48,12.12,1.84,0,0
3185,73,0,0,0,40.85,13.81,10.44,3.21,0,0
3186,108,0,0,0,32.86,13.15,7.87,2.54,3,0
3188,148,1,0,0,37.18,13.23,12.48,2.21,1,0
3189,76,1,0,0,41.96,17.54,9.38,3.56,0,1
3190,103,0,0,0,29.7,12.58,7.57,4.27,6,1
3191,87,0,0,0,40.8,11.4,8.51,2.51,0,1
3192,35,0,1,37,30.8,15.1,10.26,1.35,2,0
3193,88,0,0,0,19.33,14.03,6.37,2.92,1,0
3194,67,0,1,41,29.7,13.65,6.99,3.62,0,0
3195,77,0,1,29,35.89,19.0,6.68,2.62,2,0
3196,124,0,0,0,28.78,15.18,10.9,3.29,1,0
3197,30,0,0,0,42.06,14.95,12.93,3.05,0,0
3198,53,0,1,32,22.3,19.33,8.05,3.46,2,0
3199,152,0,0,0,27.44,13.91,6.89,3.19,1,0
3200,100,1,0,0,18.22,7.38,7.03,2.62,1,0
3201,59,0,1,32,36.02,17.25,9.61,2.38,1,0
3202,143,0,0,0,27.27,24.3,8.21,1.86,3,0
3203,142,0,1,40,39.22,21.83,11.88,1.73,1,0
3204,105,0,0,0,39.54,21.54,6.93,2.84,1,0
3205,111,0,0,0,50.1,25.04,11.7,2.92,1,1
3207,93,0,1,22,52.05,16.12,10.81,3.16,0,0
3208,79,0,0,0,40.26,15.84,5.71,2.81,2,0
3209,68,1,1,24,21.37,23.45,9.65,3.83,3,1
3210,93,1,0,0,28.63,23.46,8.83,3.08,1,0
3212,144,0,1,38,17.85,10.35,9.97,1.0,0,0
3213,93,0,0,0,25.86,18.32,11.81,3.24,1,0
3214,149,1,0,0,30.75,16.57,8.9,2.38,3,0
3215,23,0,1,31,26.62,13.73,13.26,2.54,1,0
3217,164,0,1,30,40.6,19.55,9.28,3.56,1,0
3218,104,0,1,18,30.96,18.16,8.69,3.62,2,0
3220,184,0,1,12,34.05,21.56,6.72,2.75,0,0
3221,88,0,0,0,26.1,21.39,8.2,2.3,1,0
3222,61,1,1,29,21.79,14.59,11.29,3.16,3,0
3223,110,0,0,0,27.12,17.2,11.52,4.51,2,0
3224,115,0,0,0,38.49,23.53,9.6,3.32,3,1
3225,33,0,0,0,42.82,16.54,9.5,2.27,2,0
3226,100,0,0,0,44.97,16.49,11.82,2.03,2,1
3227,209,0,0,0,26.13,16.03,9.04,2.89,0,0
3228,27,0,0,0,39.46,17.92,7.44,4.05,5,0
3229,117,0,0,0,34.32,18.05,7.96,2.11,1,0
3231,129,0,1,27,33.42,15.35,11.03,1.78,1,0
3232,142,0,0,0,39.46,14.3,8.88,2.67,1,0
3233,112,0,0,0,28.22,6.34,11.16,1.7,0,0
3234,75,0,1,28,34.1,13.95,7.63,0.68,1,0
3235,97,0,1,25,23.97,18.02,7.88,1.32,3,0
3236,121,0,1,34,41.65,18.44,5.06,2.03,0,0
3237,142,1,0,0,23.94,19.43,6.88,2.94,1,0
3238,121,0,0,0,43.37,22.69,8.9,2.38,3,1
3239,87,0,1,33,21.25,20.0,9.69,2.75,2,0
3240,34,0,0,0,30.7,23.83,13.16,1.35,1,0
3241,177,1,0,0,42.28,14.65,8.64,3.05,1,1
3242,58,0,1,30,30.28,20.12,11.88,2.27,0,0
3243,113,1,0,0,20.77,11.19,7.63,2.78,5,1
3244,101,0,0,0,39.32,19.1,9.66,1.94,1,0
3245,89,0,0,0,18.9,10.38,8.14,3.4,3,0
3246,77,1,1,44,17.54,20.09,9.16,3.21,0,1
3248,93,0,0,0,24.87,18.41,10.49,3.11,0,0
3249,160,0,0,0,35.07,20.49,10.25,3.16,0,0
3250,55,0,0,0,22.44,23.77,8.1,3.65,0,0
3251,88,0,0,0,46.68,13.69,8.75,2.48,2,0
3252,63,0,0,0,31.5,19.15,8.74,3.16,0,0
3253,127,0,1,24,26.32,15.06,9.34,2.43,1,0
3254,57,0,1,30,30.46,24.07,10.26,3.97,1,0
3255,138,1,0,0,48.65,15.91,6.58,2.97,2,1
3256,115,0,0,0,45.56,13.06,10.45,4.59,3,0
3257,171,0,0,0,23.38,16.84,13.17,3.59,2,0
3258,148,0,0,0,41.31,16.3,5.3,3.62,2,0
3259,127,0,0,0,22.93,18.83,5.12,4.05,1,0
3260,61,0,0,0,39.81,18.42,5.88,3.75,1,0
3261,131,0,0,0,29.77,14.61,5.9,1.97,1,0
3262,88,0,0,0,24.17,22.3,6.26,2.73,1,0
3263,130,0,0,0,22.51,17.03,9.11,1.62,2,0
3264,89,0,1,24,16.63,17.61,9.65,1.59,0,0
3265,82,0,0,0,45.37,19.52,11.33,2.97,3,1
3266,138,0,1,33,26.38,22.81,8.39,2.62,3,0
3267,115,0,0,0,34.03,20.82,8.59,2.38,1,0
3268,84,0,0,0,49.15,19.87,10.06,3.43,2,1
3269,117,1,0,0,33.73,21.21,7.33,2.84,1,0
3270,60,0,0,0,30.65,17.68,8.15,3.46,2,0
3271,62,0,0,0,14.67,20.29,10.73,3.38,2,0
3272,133,0,0,0,50.15,19.01,10.32,3.48,2,1
3273,131,0,0,0,40.95,14.23,14.5,3.97,3,0
3274,65,0,0,0,35.31,18.49,5.65,2.16,1,0
3276,142,0,1,22,38.15,12.41,10.86,2.38,1,0
3277,134,0,0,0,28.03,10.75,10.73,2.7,2,0
3278,87,0,0,0,40.46,13.98,12.71,2.86,2,0
3279,139,0,1,43,39.27,18.9,6.66,2.24,2,0
3280,76,0,0,0,18.24,20.25,12.23,2.7,4,1
3281,100,0,0,0,31.45,15.51,12.37,1.38,1,0
3282,99,0,1,31,41.5,17.29,10.53,2.08,3,0
3283,99,0,0,0,40.53,20.95,8.93,3.35,3,0
3284,48,0,1,27,23.99,19.1,7.84,3.56,1,0
3285,57,0,0,0,26.88,9.79,8.21,3.19,0,0
3286,106,0,1,30,37.42,18.89,7.13,3.54,0,0
3287,170,0,1,42,33.92,11.48,8.31,2.94,4,1
3288,78,0,0,0,18.62,24.32,11.14,1.32,1,0
3289,39,0,0,0,31.82,9.75,4.71,3.56,1,0
3292,114,0,0,0,34.65,7.46,7.48,3.16,1,0
3293,95,0,0,0,27.2,18.3,8.5,2.46,0,0
3294,116,0,0,0,8.69,17.73,8.91,3.32,1,0
3295,110,0,0,0,38.71,14.45,5.79,3.16,1,0
3296,74,0,0,0,34.65,17.43,6.97,2.43,1,0
3297,148,0,1,33,41.09,14.09,7.23,3.05,1,0
3298,83,0,0,0,13.28,20.34,6.5,3.32,1,0
3299,73,0,0,0,31.93,12.68,9.06,2.97,2,0
